节点位移  单位：m
  节点号         x方向位移               y方向位移
     3        -3.13970461e+04         -1.56609218e+05          4.33981172e+04
     4        -3.31507112e+04         -1.65356541e+05          4.01721548e+04
     5        -3.38018316e+04         -1.68604346e+05          3.81549329e+04
     6        -3.39930865e+04         -1.69558330e+05          3.68246144e+04
     7        -3.38901599e+04         -1.69044929e+05          3.59543172e+04
     8        -3.35892238e+04         -1.67543853e+05          3.54401556e+04
     9        -3.31329546e+04         -1.65267971e+05          3.52193533e+04
    10        -3.25405528e+04         -1.62313057e+05          3.52510326e+04
    11        -3.18160960e+04         -1.58699449e+05          3.55042457e+04
    12        -3.09530447e+04         -1.54394528e+05          3.59523948e+04
    13        -2.99354223e+04         -1.49318603e+05          3.65687108e+04
    14        -2.87369949e+04         -1.43340819e+05          3.73209555e+04
    15        -2.73181737e+04         -1.36263705e+05          3.81625030e+04
    16        -2.56207128e+04         -1.27796729e+05          3.90154679e+04
    17        -2.35510773e+04         -1.17473338e+05          3.97272677e+04
    18        -2.09772876e+04         -1.04635213e+05          3.99908392e+04
    19        -1.73540323e+04         -8.65623289e+04          3.85109499e+04
    20        -5.24120131e+04         -6.54190989e+04          4.23463088e+04
    21        -5.07632730e+04         -1.35443010e+05          3.79474935e+04
    22        -3.70559544e+04         -1.54038850e+05          4.16857122e+04
    23        -3.60654128e+04         -1.61954392e+05          3.92948082e+04
    24        -3.54535808e+04         -1.65388937e+05          3.77858571e+04
    25        -3.48628266e+04         -1.66366706e+05          3.66489851e+04
    26        -3.42100049e+04         -1.65903082e+05          3.58980649e+04
    27        -3.34709987e+04         -1.64439297e+05          3.54614532e+04
    28        -3.26469416e+04         -1.62196599e+05          3.53012613e+04
    29        -3.17350488e+04         -1.59270008e+05          3.53864821e+04
    30        -3.07297214e+04         -1.55680457e+05          3.56926580e+04
    31        -2.96215185e+04         -1.51395154e+05          3.61980098e+04
    32        -2.83982223e+04         -1.46333856e+05          3.68807049e+04
    33        -2.70469406e+04         -1.40364311e+05          3.77149431e+04
    34        -2.55591027e+04         -1.33287577e+05          3.86637921e+04
    35        -2.39474562e+04         -1.24804685e+05          3.96672749e+04
    36        -2.22798727e+04         -1.14469994e+05          4.06040998e+04
    37        -2.11645478e+04         -1.01407363e+05          4.13024185e+04
    38        -1.89806936e+04         -8.45485970e+04          4.08268127e+04
    39        -6.40693204e+04         -1.09767008e+05          2.10727743e+04
    40        -5.78290062e+04         -1.25901956e+05          3.17009820e+04
    41        -4.64110736e+04         -1.47071971e+05          3.86238179e+04
    42        -3.97491455e+04         -1.54652261e+05          3.83655356e+04
    43        -3.73458137e+04         -1.58408719e+05          3.71384452e+04
    44        -3.56987059e+04         -1.59696468e+05          3.61313559e+04
    45        -3.43765350e+04         -1.59521565e+05          3.53900301e+04
    46        -3.31644579e+04         -1.58329793e+05          3.49275527e+04
    47        -3.19824214e+04         -1.56350325e+05          3.47193180e+04
    48        -3.07909027e+04         -1.53687251e+05          3.47422788e+04
    49        -2.95670355e+04         -1.50370143e+05          3.49744381e+04
    50        -2.82958874e+04         -1.46375457e+05          3.53955683e+04
    51        -2.69685081e+04         -1.41633629e+05          3.59859178e+04
    52        -2.55846766e+04         -1.36025671e+05          3.67243306e+04
    53        -2.41626789e+04         -1.29369629e+05          3.75853784e+04
    54        -2.27593396e+04         -1.21390650e+05          3.85347441e+04
    55        -2.15542272e+04         -1.11672459e+05          3.95298337e+04
    56        -2.09152383e+04         -9.93912193e+04          4.05842939e+04
    57        -1.93483013e+04         -8.52520209e+04          4.11274547e+04
    58        -6.78823805e+04         -1.30975410e+05          1.31105121e+04
    59        -6.15685000e+04         -1.28081810e+05          2.33953678e+04
    60        -5.22372930e+04         -1.40212796e+05          3.39085625e+04
    61        -4.43421284e+04         -1.47945513e+05          3.59767139e+04
    62        -3.98008476e+04         -1.51562688e+05          3.57594685e+04
    63        -3.70319629e+04         -1.53069300e+05          3.51203483e+04
    64        -3.49502348e+04         -1.53130881e+05          3.45450787e+04
    65        -3.32132260e+04         -1.52187229e+05          3.41441895e+04
    66        -3.16475705e+04         -1.50456391e+05          3.39470412e+04
    67        -3.01695105e+04         -1.48046144e+05          3.39513015e+04
    68        -2.87336600e+04         -1.44991976e+05          3.41460687e+04
    69        -2.73156598e+04         -1.41278517e+05          3.45178054e+04
    70        -2.59060988e+04         -1.36846759e+05          3.50529976e+04
    71        -2.45120698e+04         -1.31592056e+05          3.57393791e+04
    72        -2.31660489e+04         -1.25352739e+05          3.65673842e+04
    73        -2.19485734e+04         -1.17887837e+05          3.75350521e+04
    74        -2.10286902e+04         -1.08827726e+05          3.86652462e+04
    75        -2.06870847e+04         -9.76191170e+04          4.00973442e+04
    76        -1.95156726e+04         -8.54741518e+04          4.09112839e+04
    77        -6.81080698e+04         -1.41121495e+05          8.72536806e+03
    78        -6.28610432e+04         -1.31756100e+05          1.75354423e+04
    79        -5.55049991e+04         -1.36290192e+05          2.83340147e+04
    80        -4.79481093e+04         -1.41815298e+05          3.25530316e+04
    81        -4.23958452e+04         -1.45113972e+05          3.35831295e+04
    82        -3.86029992e+04         -1.46592378e+05          3.35796142e+04
    83        -3.58042398e+04         -1.46803296e+05          3.33207776e+04
    84        -3.35408188e+04         -1.46056745e+05          3.30840313e+04
    85        -3.15891594e+04         -1.44546700e+05          3.29672722e+04
    86        -2.98262414e+04         -1.42371342e+05          3.30047763e+04
    87        -2.81851387e+04         -1.39567343e+05          3.32047289e+04
    88        -2.66305185e+04         -1.36125076e+05          3.35657188e+04
    89        -2.51494980e+04         -1.31995420e+05          3.40841238e+04
    90        -2.37508711e+04         -1.27088709e+05          3.47590422e+04
    91        -2.24718676e+04         -1.21266674e+05          3.55978232e+04
    92        -2.13933135e+04         -1.14325790e+05          3.66260644e+04
    93        -2.06605613e+04         -1.05973207e+05          3.79124463e+04
    94        -2.04932485e+04         -9.58189888e+04          3.96231386e+04
    95        -1.96131822e+04         -8.53997000e+04          4.06146441e+04
    96        -6.68682876e+04         -1.45770284e+05          6.14804376e+03
    97        -6.26630879e+04         -1.34459630e+05          1.33802575e+04
    98        -5.69453612e+04         -1.34003160e+05          2.32743036e+04
    99        -5.02927116e+04         -1.36775633e+05          2.85896346e+04
   100        -4.45602829e+04         -1.39152846e+05          3.07961274e+04
   101        -4.01598289e+04         -1.40394328e+05          3.15373801e+04
   102        -3.67769513e+04         -1.40613417e+05          3.17175934e+04
   103        -3.40483364e+04         -1.39992058e+05          3.17368804e+04
   104        -3.17376963e+04         -1.38659525e+05          3.17706907e+04
   105        -2.97056622e+04         -1.36692569e+05          3.18958638e+04
   106        -2.78704784e+04         -1.34121196e+05          3.21460266e+04
   107        -2.61876342e+04         -1.30937934e+05          3.25360673e+04
   108        -2.46394241e+04         -1.27101856e+05          3.30749696e+04
   109        -2.32324730e+04         -1.22538044e+05          3.37742923e+04
   110        -2.20014207e+04         -1.17132215e+05          3.46566884e+04
   111        -2.10178307e+04         -1.10720829e+05          3.57684697e+04
   112        -2.04011265e+04         -1.03080543e+05          3.72016365e+04
   113        -2.03236850e+04         -9.39308338e+04          3.91286144e+04
   114        -1.96647535e+04         -8.50504329e+04          4.02486165e+04
   115        -6.49825388e+04         -1.47348457e+05          4.50034523e+03
   116        -6.15914034e+04         -1.35751118e+05          1.03899866e+04
   117        -5.71480949e+04         -1.32300526e+05          1.90117285e+04
   118        -5.15052791e+04         -1.32634743e+05          2.46330079e+04
   119        -4.60657453e+04         -1.33785464e+05          2.76557927e+04
   120        -4.14617923e+04         -1.34546305e+05          2.91052984e+04
   121        -3.77126213e+04         -1.34632684e+05          2.97751342e+04
   122        -3.46256400e+04         -1.34045843e+05          3.01160229e+04
   123        -3.20136065e+04         -1.32835907e+05          3.03594332e+04
   124        -2.97444548e+04         -1.31042296e+05          3.06227884e+04
   125        -2.77338905e+04         -1.28680657e+05          3.09664787e+04
   126        -2.59328162e+04         -1.25740922e+05          3.14237983e+04
   127        -2.43194787e+04         -1.22187762e+05          3.20176610e+04
   128        -2.28964419e+04         -1.17959497e+05          3.27719909e+04
   129        -2.16919729e+04         -1.12964715e+05          3.37222220e+04
   130        -2.07647062e+04         -1.07077037e+05          3.49283393e+04
   131        -2.02092702e+04         -1.00131074e+05          3.64933594e+04
   132        -2.01589268e+04         -9.19265542e+04          3.85876726e+04
   133        -1.96645528e+04         -8.44173962e+04          3.98030030e+04
   134        -6.27967217e+04         -1.47018593e+05          3.37044428e+03
   135        -6.00074527e+04         -1.35739879e+05          8.17840551e+03
   136        -5.65274583e+04         -1.30588941e+05          1.55132693e+04
   137        -5.18163038e+04         -1.29047786e+05          2.09636933e+04
   138        -4.68858059e+04         -1.28958444e+05          2.44239966e+04
   139        -4.23716333e+04         -1.29083212e+05          2.64301029e+04
   140        -3.84779959e+04         -1.28906708e+05          2.75682638e+04
   141        -3.51683316e+04         -1.28263555e+05          2.82567745e+04
   142        -3.23346695e+04         -1.27114390e+05          2.87491930e+04
   143        -2.98757056e+04         -1.25452962e+05          2.91909803e+04
   144        -2.77171419e+04         -1.23273234e+05          2.96657215e+04
   145        -2.58118043e+04         -1.20557844e+05          3.02243096e+04
   146        -2.41363697e+04         -1.17273813e+05          3.09033039e+04
   147        -2.26894102e+04         -1.13370210e+05          3.17379346e+04
   148        -2.14916652e+04         -1.08775729e+05          3.27735996e+04
   149        -2.05881875e+04         -1.03396146e+05          3.40785585e+04
   150        -2.00510211e+04         -9.71133021e+04          3.57595850e+04
   151        -1.99803350e+04         -8.97889945e+04          3.79805531e+04
   152        -1.96036851e+04         -8.34928375e+04          3.92645918e+04
   153        -6.04618531e+04         -1.45386758e+05          2.55015471e+03
   154        -5.81171389e+04         -1.34641956e+05          6.49459616e+03
   155        -5.53592231e+04         -1.28586370e+05          1.26553739e+04
   156        -5.14447490e+04         -1.25714241e+05          1.76875476e+04
   157        -4.70881440e+04         -1.24537623e+05          2.12844543e+04
   158        -4.28418580e+04         -1.23981931e+05          2.36589701e+04
   159        -3.89847526e+04         -1.23453755e+05          2.51889629e+04
   160        -3.55887210e+04         -1.22675336e+05          2.62118862e+04
   161        -3.26244572e+04         -1.21526714e+05          2.69682406e+04
   162        -3.00336959e+04         -1.19953805e+05          2.76140146e+04
   163        -2.77624155e+04         -1.17924865e+05          2.82480331e+04
   164        -2.57717497e+04         -1.15411318e+05          2.89352809e+04
   165        -2.40402415e+04         -1.12379267e+05          2.97240209e+04
   166        -2.25639406e+04         -1.08785450e+05          3.06588965e+04
   167        -2.13566599e+04         -1.04574993e+05          3.17924863e+04
   168        -2.04508712e+04         -9.96801701e+04          3.31972623e+04
   169        -1.98987702e+04         -9.40207690e+04          3.49791224e+04
   170        -1.97725054e+04         -8.75075141e+04          3.72924810e+04
   171        -1.94750530e+04         -8.22749224e+04          3.86231092e+04
   172        -5.80476444e+04         -1.42799172e+05          1.92779133e+03
   173        -5.60380944e+04         -1.32657368e+05          5.17753303e+03
   174        -5.38232195e+04         -1.26181694e+05          1.03095462e+04
   175        -5.05672593e+04         -1.22422292e+05          1.48170172e+04
   176        -4.67709870e+04         -1.20374811e+05          1.83429600e+04
   177        -4.28823981e+04         -1.19179515e+05          2.09104644e+04
   178        -3.91891773e+04         -1.18262706e+05          2.27295448e+04
   179        -3.58238378e+04         -1.17293500e+05          2.40429959e+04
   180        -3.28186250e+04         -1.16094075e+05          2.50543928e+04
   181        -3.01586268e+04         -1.14568143e+05          2.59130191e+04
   182        -2.78152932e+04         -1.12657960e+05          2.67229900e+04
   183        -2.57628843e+04         -1.10321580e+05          2.75578957e+04
   184        -2.39851778e+04         -1.07521453e+05          2.84744102e+04
   185        -2.24778715e+04         -1.04218859e+05          2.95240109e+04
   186        -2.12494771e+04         -1.00371377e+05          3.07637327e+04
   187        -2.03218091e+04         -9.59321709e+04          3.22670871e+04
   188        -1.97302457e+04         -9.08509281e+04          3.41358966e+04
   189        -1.95234624e+04         -8.50768687e+04          3.65130558e+04
   190        -1.92740194e+04         -8.07676651e+04          3.78719838e+04
   191        -5.55883366e+04         -1.39470965e+05          1.43948349e+03
   192        -5.38388356e+04         -1.29946117e+05          4.12287964e+03
   193        -5.20363849e+04         -1.23348318e+05          8.36726992e+03
   194        -4.93170775e+04         -1.19038512e+05          1.23227405e+04
   195        -4.60324221e+04         -1.16340964e+05          1.56483223e+04
   196        -4.25327866e+04         -1.14596785e+05          1.82671040e+04
   197        -3.90817459e+04         -1.13299984e+05          2.02697432e+04
   198        -3.58362801e+04         -1.12112673e+05          2.18121055e+04
   199        -3.28687743e+04         -1.10825547e+05          2.30504936e+04
   200        -3.02002381e+04         -1.09311347e+05          2.41148877e+04
   201        -2.78274930e+04         -1.07489743e+05          2.51051966e+04
   202        -2.57402076e+04         -1.05305331e+05          2.60973836e+04
   203        -2.39298959e+04         -1.02715186e+05          2.71524326e+04
   204        -2.23940945e+04         -9.96823910e+04          2.83256232e+04
   205        -2.11380671e+04         -9.61731779e+04          2.96757730e+04
   206        -2.01753363e+04         -9.21563629e+04          3.12748283e+04
   207        -1.95276118e+04         -8.76045060e+04          3.32181849e+04
   208        -1.92242763e+04         -8.24966233e+04          3.56357293e+04
   209        -1.89981679e+04         -7.89801997e+04          3.70081182e+04
   210        -5.31018715e+04         -1.35545600e+05          1.04645798e+03
   211        -5.15603915e+04         -1.26631235e+05          3.26158630e+03
   212        -5.00753178e+04         -1.20097986e+05          6.74338767e+03
   213        -4.77917541e+04         -1.15485801e+05          1.01609210e+04
   214        -4.49582723e+04         -1.12336280e+05          1.32136091e+04
   215        -4.18438213e+04         -1.10155190e+05          1.57793058e+04
   216        -3.86751128e+04         -1.08519465e+05          1.78711100e+04
   217        -3.56104071e+04         -1.07113146e+05          1.95749440e+04
   218        -3.27432103e+04         -1.05718331e+05          2.09998138e+04
   219        -3.01199418e+04         -1.04189955e+05          2.22497588e+04
   220        -2.77589365e+04         -1.02431116e+05          2.34132687e+04
   221        -2.56649853e+04         -1.00374785e+05          2.45629145e+04
   222        -2.38385232e+04         -9.79721441e+04          2.57597599e+04
   223        -2.22806356e+04         -9.51860405e+04          2.70597188e+04
   224        -2.09953550e+04         -9.19880340e+04          2.85208258e+04
   225        -1.99903631e+04         -8.83579154e+04          3.02112565e+04
   226        -1.92768066e+04         -8.42849814e+04          3.22181792e+04
   227        -1.88686448e+04         -7.97706011e+04          3.46573766e+04
   228        -1.86469977e+04         -7.69261682e+04          3.60315065e+04
   229        -5.05982409e+04         -1.31124278e+05          7.23903925e+02
   230        -4.92281067e+04         -1.22806999e+05          2.54677372e+03
   231        -4.79908624e+04         -1.16457816e+05          5.37287128e+03
   232        -4.60619011e+04         -1.11723853e+05          8.28630428e+03
   233        -4.36191013e+04         -1.08289055e+05          1.10318589e+04
   234        -4.08672268e+04         -1.05785686e+05          1.34731259e+04
   235        -3.79942446e+04         -1.03871093e+05          1.55767994e+04
   236        -3.51468179e+04         -1.02265733e+05          1.73773339e+04
   237        -3.24253561e+04         -1.00759578e+05          1.89423330e+04
   238        -2.98913340e+04         -9.92018712e+04          2.03483965e+04
   239        -2.75789284e+04         -9.74861793e+04          2.16683636e+04
   240        -2.55058511e+04         -9.55370389e+04          2.29669828e+04
   241        -2.36813048e+04         -9.33003311e+04          2.43016627e+04
   242        -2.21108905e+04         -9.07374507e+04          2.57259993e+04
   243        -2.07990768e+04         -8.78226169e+04          2.72949113e+04
   244        -1.97499817e+04         -8.45425772e+04          2.90709491e+04
   245        -1.89671108e+04         -8.08980444e+04          3.11316653e+04
   246        -1.84525705e+04         -7.69062890e+04          3.35779429e+04
   247        -1.82216993e+04         -7.46232310e+04          3.49448858e+04
   248        -4.80833182e+04         -1.26281617e+05          4.55219492e+02
   249        -4.68581413e+04         -1.18546426e+05          1.94576891e+03
   250        -4.58173397e+04         -1.12459472e+05          4.20641455e+03
   251        -4.41785910e+04         -1.07735110e+05          6.65757380e+03
   252        -4.20711450e+04         -1.04150534e+05          9.08623177e+03
   253        -3.96506525e+04         -1.01431904e+05          1.13579117e+04
   254        -3.70695430e+04         -9.93067294e+04          1.34141711e+04
   255        -3.44570009e+04         -9.75365012e+04          1.52541909e+04
   256        -3.19109636e+04         -9.59290727e+04          1.69124172e+04
   257        -2.94994004e+04         -9.43374634e+04          1.84399823e+04
   258        -2.72664074e+04         -9.26524158e+04          1.98926045e+04
   259        -2.52393820e+04         -9.07938275e+04          2.13244788e+04
   260        -2.34351001e+04         -8.87036961e+04          2.27865490e+04
   261        -2.18638718e+04         -8.63415241e+04          2.43276672e+04
   262        -2.05317663e+04         -8.36822271e+04          2.59976928e+04
   263        -1.94412735e+04         -8.07161941e+04          2.78520739e+04
   264        -1.85908913e+04         -7.74509982e+04          2.99577309e+04
   265        -1.79741378e+04         -7.39141924e+04          3.24001288e+04
   266        -1.77249972e+04         -7.20925877e+04          3.37534236e+04
   267        -4.55607210e+04         -1.21074610e+05          2.28875744e+02
   268        -4.44611249e+04         -1.13906980e+05          1.43523010e+03
   269        -4.35783673e+04         -1.08134342e+05          3.20654614e+03
   270        -4.21789871e+04         -1.03515539e+05          5.23908146e+03
   271        -4.03585879e+04         -9.98892284e+04          7.35605065e+03
   272        -3.82357993e+04         -9.70500598e+04          9.43246282e+03
   273        -3.59325758e+04         -9.47833731e+04          1.13983398e+04
   274        -3.35589878e+04         -9.28905106e+04          1.32302612e+04
   275        -3.12050408e+04         -9.12020460e+04          1.49378574e+04
   276        -2.89389199e+04         -8.95811976e+04          1.65506011e+04
   277        -2.68094170e+04         -8.79214120e+04          1.81076882e+04
   278        -2.48501228e+04         -8.61416822e+04          1.96516595e+04
   279        -2.30835750e+04         -8.41819841e+04          2.12252899e+04
   280        -2.15243552e+04         -8.20001090e+04          2.28709933e+04
   281        -2.01807736e+04         -7.95703707e+04          2.46321576e+04
   282        -1.90552136e+04         -7.68841722e+04          2.65560924e+04
   283        -1.81434466e+04         -7.39521114e+04          2.86984551e+04
   284        -1.74333482e+04         -7.08071360e+04          3.11290749e+04
   285        -1.71610174e+04         -6.93584149e+04          3.24644057e+04
   286        -4.30327689e+04         -1.15548074e+05          3.66216833e+01
   287        -4.20442667e+04         -1.08934718e+05          9.98114644e+02
   288        -4.12905465e+04         -1.03511626e+05          2.34461553e+03
   289        -4.00904333e+04         -9.90688724e+04          4.00095653e+03
   290        -3.85160279e+04         -9.54860374e+04          5.82017334e+03
   291        -3.66582008e+04         -9.26074068e+04          7.68950679e+03
   292        -3.46137099e+04         -9.02644576e+04          9.53563532e+03
   293        -3.24741891e+04         -8.82943526e+04          1.13217447e+04
   294        -3.03190476e+04         -8.65516447e+04          1.30399467e+04
   295        -2.82125392e+04         -8.49134459e+04          1.47024670e+04
   296        -2.62040431e+04         -8.32799353e+04          1.63338554e+04
   297        -2.43301261e+04         -8.15724230e+04          1.79652002e+04
   298        -2.26170601e+04         -7.97308245e+04          1.96304695e+04
   299        -2.10828449e+04         -7.77118173e+04          2.13647533e+04
   300        -1.97382263e+04         -7.54883803e+04          2.32041772e+04
   301        -1.85865883e+04         -7.30509360e+04          2.51873809e+04
   302        -1.76228873e+04         -7.04099405e+04          2.73585524e+04
   303        -1.68319748e+04         -6.75995119e+04          2.97720145e+04
   304        -1.65351426e+04         -6.64471681e+04          3.10868924e+04
   305        -4.05010054e+04         -1.09738149e+05         -1.27586036e+02
   306        -3.96126107e+04         -1.03667254e+05          6.21759627e+02
   307        -3.89658265e+04         -9.86177721e+04          1.59857986e+03
   308        -3.79333634e+04         -9.44031117e+04          2.91859366e+03
   309        -3.65706772e+04         -9.09304947e+04          4.45875549e+03
   310        -3.49477790e+04         -8.80802243e+04          6.11875354e+03
   311        -3.31409909e+04         -8.57199532e+04          7.82652895e+03
   312        -3.12252754e+04         -8.37176197e+04          9.53819883e+03
   313        -2.92685985e+04         -8.19508333e+04          1.12342053e+04
   314        -2.73288551e+04         -8.03121854e+04          1.29137729e+04
   315        -2.54530738e+04         -7.87111610e+04          1.45892800e+04
   316        -2.36781354e+04         -7.70738867e+04          1.62814465e+04
   317        -2.20320987e+04         -7.53420324e+04          1.80156758e+04
   318        -2.05353277e+04         -7.34719902e+04          1.98196177e+04
   319        -1.92008711e+04         -7.14351162e+04          2.17219915e+04
   320        -1.80338607e+04         -6.92194153e+04          2.37527810e+04
   321        -1.70299950e+04         -6.68326426e+04          2.59449619e+04
   322        -1.61733978e+04         -6.43064794e+04          2.83378753e+04
   323        -1.58538302e+04         -6.33867329e+04          2.96313211e+04
   324        -3.79664941e+04         -1.03674680e+05         -2.68241166e+02
   325        -3.71698038e+04         -9.81359305e+04          2.96648780e+02
   326        -3.66130428e+04         -9.34765341e+04          9.51422880e+02
   327        -3.57233563e+04         -8.95284801e+04          1.97198196e+03
   328        -3.45441749e+04         -8.62180395e+04          3.25409690e+03
   329        -3.31296911e+04         -8.34518823e+04          4.70889396e+03
   330        -3.15397812e+04         -8.11258354e+04          6.26792073e+03
   331        -2.98348699e+04         -7.91335802e+04          7.88436773e+03
   332        -2.80717201e+04         -7.73737137e+04          9.53141966e+03
   333        -2.63007006e+04         -7.57544337e+04          1.11989830e+04
   334        -2.45645880e+04         -7.41958891e+04          1.28898437e+04
   335        -2.28985557e+04         -7.26307782e+04          1.46159180e+04
   336        -2.13307545e+04         -7.10040706e+04          1.63949146e+04
   337        -1.98828232e+04         -6.92728019e+04          1.82475732e+04
   338        -1.85697736e+04         -6.74067609e+04          2.01956714e+04
   339        -1.73989449e+04         -6.53905779e+04          2.22611043e+04
   340        -1.63680254e+04         -6.32272964e+04          2.44663834e+04
   341        -1.54624017e+04         -6.09431221e+04          2.68368234e+04
   342        -1.51243809e+04         -6.02054332e+04          2.81090482e+04
   343        -3.54299974e+04         -9.73829276e+04         -3.88699664e+02
   344        -3.47185823e+04         -9.23674478e+04          1.56143395e+01
   345        -3.42389381e+04         -8.81093080e+04          3.90047638e+02
   346        -3.34725929e+04         -8.44562551e+04          1.14507368e+03
   347        -3.24540260e+04         -8.13481079e+04          2.19099426e+03
   348        -3.12252278e+04         -7.87111779e+04          3.44886734e+03
   349        -2.98328247e+04         -7.64632823e+04          4.85483744e+03
   350        -2.83248227e+04         -7.45193203e+04          6.36176442e+03
   351        -2.67476089e+04         -7.27963418e+04          7.93875674e+03
   352        -2.51437209e+04         -7.12173644e+04          9.56938217e+03
   353        -2.35506132e+04         -6.97136428e+04          1.12492072e+04
   354        -2.20003369e+04         -6.82255509e+04          1.29830599e+04
   355        -2.05197594e+04         -6.67026115e+04          1.47821892e+04
   356        -1.91307663e+04         -6.51034736e+04          1.66614297e+04
   357        -1.78498754e+04         -6.33966994e+04          1.86366074e+04
   358        -1.66868768e+04         -6.15630144e+04          2.07226245e+04
   359        -1.56424364e+04         -5.95992329e+04          2.29327752e+04
   360        -1.47049197e+04         -5.75235707e+04          2.52797560e+04
   361        -1.43546577e+04         -5.69309252e+04          2.65318342e+04
   362        -3.28920896e+04         -9.08848897e+04         -4.91436740e+02
   363        -3.22610896e+04         -8.63851522e+04         -2.26675623e+02
   364        -3.18488564e+04         -8.25355813e+04         -9.54802556e+01
   365        -3.11909012e+04         -7.91981505e+04          4.25268175e+02
   366        -3.03147285e+04         -7.63228281e+04          1.25684946e+03
   367        -2.92526572e+04         -7.38509924e+04          2.32864881e+03
   368        -2.80405403e+04         -7.17178120e+04          3.58165030e+03
   369        -2.67158858e+04         -6.98555644e+04          4.96995130e+03
   370        -2.53158054e+04         -6.81971540e+04          6.46080478e+03
   371        -2.38752596e+04         -6.66791133e+04          8.03372840e+03
   372        -2.24259376e+04         -6.52436009e+04          9.67907127e+03
   373        -2.09958723e+04         -6.38392521e+04          1.13961972e+04
   374        -1.96095848e+04         -6.24211470e+04          1.31912505e+04
   375        -1.82882758e+04         -6.09505659e+04          1.50744505e+04
   376        -1.70494391e+04         -5.93954679e+04          1.70570678e+04
   377        -1.59053888e+04         -5.77325603e+04          1.91485892e+04
   378        -1.48605436e+04         -5.59513729e+04          2.13548352e+04
   379        -1.39077308e+04         -5.40600925e+04          2.36777540e+04
   380        -1.35527608e+04         -5.35890076e+04          2.49112813e+04
   381        -3.03532353e+04         -8.42004267e+04         -5.78200891e+02
   382        -2.97990931e+04         -8.02101149e+04         -4.34033949e+02
   383        -2.94472312e+04         -7.67734354e+04         -5.12426312e+02
   384        -2.88865227e+04         -7.37660342e+04         -1.96967117e+02
   385        -2.81386583e+04         -7.11461445e+04          4.41677644e+02
   386        -2.72279808e+04         -6.88672387e+04          1.33973731e+03
   387        -2.61814273e+04         -6.68784574e+04          2.44292956e+03
   388        -2.50276602e+04         -6.51263151e+04          3.70752836e+03
   389        -2.37957036e+04         -6.35571087e+04          5.10046182e+03
   390        -2.25135437e+04         -6.21193164e+04          6.59889256e+03
   391        -2.12071227e+04         -6.07653536e+04          8.18952545e+03
   392        -1.98999816e+04         -5.94523025e+04          9.86762553e+03
   393        -1.86135065e+04         -5.81416168e+04          1.16354971e+04
   394        -1.73673637e+04         -5.67983250e+04          1.35001157e+04
   395        -1.61794166e+04         -5.53907505e+04          1.54698570e+04
   396        -1.50644145e+04         -5.38919372e+04          1.75507874e+04
   397        -1.40311201e+04         -5.22835494e+04          1.97434903e+04
   398        -1.30781155e+04         -5.05621389e+04          2.20415115e+04
   399        -1.27266715e+04         -5.02023714e+04          2.32582377e+04
   400        -2.78138507e+04         -7.73483253e+04         -6.50094177e+02
   401        -2.73341399e+04         -7.38621167e+04         -6.08928533e+02
   402        -2.70379415e+04         -7.08400811e+04         -8.65677291e+02
   403        -2.65666894e+04         -6.81718562e+04         -7.28338499e+02
   404        -2.59367752e+04         -6.58232360e+04         -2.61902362e+02
   405        -2.51656010e+04         -6.37580427e+04          4.75471204e+02
   406        -2.42725257e+04         -6.19370164e+04          1.43404397e+03
   407        -2.32787359e+04         -6.03183943e+04          2.57287358e+03
   408        -2.22063369e+04         -5.88596206e+04          3.85964625e+03
   409        -2.10771530e+04         -5.75194205e+04          5.27041003e+03
   410        -1.99117424e+04         -5.62594908e+04          6.78938831e+03
   411        -1.87290334e+04         -5.50452060e+04          8.40875961e+03
   412        -1.75467224e+04         -5.38450543e+04          1.01279770e+04
   413        -1.63821390e+04         -5.26290855e+04          1.19520122e+04
   414        -1.52527868e+04         -5.13674152e+04          1.38880955e+04
   415        -1.41755593e+04         -5.00303878e+04          1.59412034e+04
   416        -1.31639653e+04         -4.85917822e+04          1.81094218e+04
   417        -1.22234885e+04         -4.70353256e+04          2.03807589e+04
   418        -1.18838783e+04         -4.67892950e+04          2.15821778e+04
   419        -2.52743609e+04         -7.03474249e+04         -7.07594954e+02
   420        -2.48676754e+04         -6.73606233e+04         -7.52545325e+02
   421        -2.46245824e+04         -6.47524273e+04         -1.15786786e+03
   422        -2.42380694e+04         -6.24277058e+04         -1.17283929e+03
   423        -2.37191889e+04         -6.03601299e+04         -8.58648627e+02
   424        -2.30789031e+04         -5.85231003e+04         -2.68738253e+02
   425        -2.23298979e+04         -5.68873743e+04          5.51602692e+02
   426        -2.14869765e+04         -5.54209251e+04          1.56470322e+03
   427        -2.05664087e+04         -5.40903251e+04          2.73984549e+03
   428        -1.95847780e+04         -5.28627861e+04          4.05290705e+03
   429        -1.85578887e+04         -5.17080252e+04          5.48646587e+03
   430        -1.75002587e+04         -5.05991958e+04          7.03024848e+03
   431        -1.64255750e+04         -4.95122727e+04          8.68142151e+03
   432        -1.53480508e+04         -4.84237654e+04          1.04438188e+04
   433        -1.42839024e+04         -4.73076157e+04          1.23251310e+04
   434        -1.32515739e+04         -4.61332956e+04          1.43317913e+04
   435        -1.22694758e+04         -4.48674614e+04          1.64626571e+04
   436        -1.13510230e+04         -4.34802943e+04          1.87036886e+04
   437        -1.10309932e+04         -4.33622511e+04          1.98905589e+04
