##
/DEADLOAD/
	1	0.000	0.000	-1118.000
	2	0.000	0.000	-3566.000
	3	0.000	0.000	-1963.000
	4	0.000	0.000	-1765.000
	5	0.000	0.000	-1831.000
	6	0.000	0.000	-1727.000
	7	0.000	0.000	-1134.000
	8	0.000	0.000	-1823.000
	9	0.000	0.000	-1822.000
	10	0.000	0.000	-1822.000
	11	0.000	0.000	-1822.000
	12	0.000	0.000	-4121.000
	13	0.000	0.000	-1952.000
	14	0.000	0.000	-1858.000
	15	0.000	0.000	-1823.000
	16	0.000	0.000	-1822.000
	17	0.000	0.000	-1822.000
	18	0.000	0.000	-4121.000
	19	0.000	0.000	-1952.000
	20	0.000	0.000	-1858.000
	21	0.000	0.000	-1823.000
	22	0.000	0.000	-1822.000
	23	0.000	0.000	-1822.000
	24	0.000	0.000	-4121.000
	25	0.000	0.000	-1952.000
	26	0.000	0.000	-1858.000
	27	0.000	0.000	-4121.000
	28	0.000	0.000	-1952.000
	29	0.000	0.000	-1858.000
	30	0.000	0.000	-4121.000
	31	0.000	0.000	-1952.000
	32	0.000	0.000	-1858.000
	33	0.000	0.000	-4121.000
	34	0.000	0.000	-1952.000
	35	0.000	0.000	-1858.000
	36	0.000	0.000	-1823.000
	37	0.000	0.000	-1822.000
	38	0.000	0.000	-1822.000
	39	0.000	0.000	-1822.000
	40	0.000	0.000	-1823.000
	41	0.000	0.000	-1823.000
	42	0.000	0.000	-3763.000
	43	0.000	0.000	-1671.000
	44	0.000	0.000	-3763.000
	45	0.000	0.000	-1671.000
	46	0.000	0.000	-3763.000
	47	0.000	0.000	-1822.000
	48	0.000	0.000	-1822.000
	49	0.000	0.000	-1822.000
	50	0.000	0.000	-1822.000
	51	0.000	0.000	-1822.000
	52	0.000	0.000	-1822.000
	53	0.000	0.000	-1822.000
	54	0.000	0.000	-1822.000
	55	0.000	0.000	-1822.000
	56	0.000	0.000	-1822.000
	57	0.000	0.000	-1822.000
	58	0.000	0.000	-1822.000
	59	0.000	0.000	-1823.000
	60	0.000	0.000	-1823.000
	61	0.000	0.000	-1823.000
	62	0.000	0.000	-1823.000
	63	0.000	0.000	-1831.000
	64	0.000	0.000	-1727.000
	65	0.000	0.000	-1831.000
	66	0.000	0.000	-1727.000
	67	0.000	0.000	-1831.000
	68	0.000	0.000	-1727.000
	69	0.000	0.000	-1831.000
	70	0.000	0.000	-1727.000
	71	0.000	0.000	-1679.000
	72	0.000	0.000	-1823.000
	73	0.000	0.000	-1671.000
	74	0.000	0.000	-1822.000
	75	0.000	0.000	-1823.000
